[run number];max-tezina;min-tezina;postotak-tabu-lista;n-vrhova;[step];dubina-agenti;sirina-agenti;uniform-cost-agenti;dubina-ticks;sirina-ticks;pohlepni-ticks;uniform-ticks;tabu-ticks;tabu-rjesenje?;pohlepni-rjesenje?
987;50000;1000;75;27;1;3911;2431;1702;344;344;13;344;13;TRUE;TRUE
988;50000;1000;75;27;1;317;317;317;39;39;21;39;21;TRUE;TRUE
989;50000;1000;75;27;1;1326;1172;1172;160;160;15;160;15;TRUE;TRUE
990;50000;1000;75;27;1;3771;1270;150;227;227;14;227;14;TRUE;TRUE
991;50000;1000;75;27;1;1467;1490;861;163;163;21;163;21;TRUE;TRUE
992;50000;1000;75;27;1;2270;759;315;146;146;2;146;2;TRUE;TRUE
993;50000;1000;75;28;1;4328;1426;1166;286;286;16;286;16;TRUE;TRUE
994;50000;1000;75;28;1;3680;1436;568;239;239;6;239;6;TRUE;TRUE
995;50000;1000;75;28;1;5901;2549;2245;464;464;18;464;18;TRUE;TRUE
996;50000;1000;75;28;1;781;687;661;87;87;25;87;25;TRUE;TRUE
997;50000;1000;75;28;1;206;206;206;24;24;8;24;8;TRUE;TRUE
998;50000;1000;75;28;1;14781;5021;2765;989;989;10;989;10;TRUE;TRUE
999;50000;1000;75;28;1;1149;1149;1149;141;141;15;141;15;TRUE;TRUE
1000;50000;1000;75;28;1;2823;1169;1091;213;213;20;213;20;TRUE;TRUE
1001;50000;1000;75;28;1;710;380;302;56;56;10;56;10;TRUE;TRUE
1002;50000;1000;75;28;1;12519;6214;4799;1017;1017;22;1017;22;TRUE;TRUE
1003;50000;1000;75;28;1;53;53;53;6;6;21;6;21;TRUE;TRUE
1004;50000;1000;75;28;1;1905;861;327;127;127;26;127;26;TRUE;TRUE
1005;50000;1000;75;28;1;5197;816;452;278;278;4;278;4;TRUE;TRUE
1006;50000;1000;75;28;1;2275;2277;306;197;197;8;197;8;TRUE;TRUE
1007;50000;1000;75;28;1;14876;4288;3752;991;991;25;991;25;TRUE;TRUE
1008;50000;1000;75;28;1;1112;1112;1112;135;135;26;135;26;TRUE;TRUE
1009;50000;1000;75;29;1;3366;648;189;170;170;6;170;6;TRUE;TRUE
1010;50000;1000;75;29;1;3824;2912;2885;390;390;24;390;24;TRUE;TRUE
1011;50000;1000;75;29;1;2186;1210;394;149;149;4;149;4;TRUE;TRUE
1012;50000;1000;75;29;1;3416;2197;755;250;250;12;250;12;TRUE;TRUE
1013;50000;1000;75;29;1;4875;2027;1257;327;327;25;327;25;TRUE;TRUE
1014;50000;1000;75;29;1;2001;1452;801;167;167;25;167;25;TRUE;TRUE
1015;50000;1000;75;29;1;1436;1639;973;159;159;15;159;15;TRUE;TRUE
1016;50000;1000;75;29;1;1480;715;184;93;93;18;93;18;TRUE;TRUE
1017;50000;1000;75;29;1;1231;1263;398;111;111;17;111;17;TRUE;TRUE
1018;50000;1000;75;29;1;213;213;213;24;24;22;24;22;TRUE;TRUE
1019;50000;1000;75;29;1;1821;710;494;119;119;28;119;28;TRUE;TRUE
1020;50000;1000;75;29;1;2101;3050;1847;276;276;18;276;18;TRUE;TRUE
1021;50000;1000;75;29;1;3322;1604;1145;243;243;6;243;6;TRUE;TRUE
1022;50000;1000;75;29;1;2088;793;415;131;131;19;131;19;TRUE;TRUE
1023;50000;1000;75;29;1;292;270;108;25;25;19;25;19;TRUE;TRUE
1024;50000;1000;75;29;1;6351;4200;3687;581;581;14;581;14;TRUE;TRUE
1025;50000;1000;75;30;1;5434;4147;1334;420;420;23;420;23;TRUE;TRUE
1026;50000;1000;75;30;1;8198;5064;3911;673;673;19;673;19;TRUE;TRUE
1027;50000;1000;75;30;1;6648;2642;1984;441;441;24;441;24;TRUE;TRUE
1028;50000;1000;75;30;1;29;29;29;3;3;1;3;1;TRUE;TRUE
1029;50000;1000;75;30;1;911;1219;911;113;113;20;113;20;TRUE;TRUE
1030;50000;1000;75;30;1;4513;3096;965;333;333;22;333;22;TRUE;TRUE
1031;50000;1000;75;30;1;249;249;249;27;27;4;27;4;TRUE;TRUE
1032;50000;1000;75;30;1;354;354;354;39;39;18;39;18;TRUE;TRUE
1033;50000;1000;75;30;1;10601;3028;2147;624;624;25;624;25;TRUE;TRUE
1034;50000;1000;75;30;1;57;57;57;6;6;24;6;24;TRUE;TRUE
1035;50000;1000;75;30;1;1750;695;275;104;104;12;104;12;TRUE;TRUE
1036;50000;1000;75;30;1;196;197;141;19;19;5;19;5;TRUE;TRUE
1037;50000;1000;75;30;1;723;835;695;84;84;24;84;24;TRUE;TRUE
1038;50000;1000;75;30;1;28971;9382;7727;1856;1856;28;1856;28;TRUE;TRUE
1039;50000;1000;75;30;1;6968;3884;1817;493;493;29;493;29;TRUE;TRUE
1040;50000;1000;75;30;1;38216;9574;7591;2277;2277;26;2277;26;TRUE;TRUE
1041;50000;1000;75;31;1;59;59;59;6;6;26;6;26;TRUE;TRUE
1042;50000;1000;75;31;1;2097;547;199;103;103;17;103;17;TRUE;TRUE
1043;50000;1000;75;31;1;3474;607;259;162;162;23;162;23;TRUE;TRUE
1044;50000;1000;75;31;1;585;585;585;63;63;11;63;11;TRUE;TRUE
1045;50000;1000;75;31;1;5218;2175;2088;349;349;11;349;11;TRUE;TRUE
1046;50000;1000;75;31;1;6958;1737;1563;380;380;11;380;11;TRUE;TRUE
1047;50000;1000;75;31;1;399;542;316;44;44;12;44;12;TRUE;TRUE
1048;50000;1000;75;31;1;2141;1496;310;143;143;5;143;5;TRUE;TRUE
1049;50000;1000;75;31;1;843;903;729;88;88;18;88;18;TRUE;TRUE
1050;50000;1000;75;31;1;1737;662;343;99;99;21;99;21;TRUE;TRUE
1051;50000;1000;75;31;1;278;278;278;30;30;28;30;28;TRUE;TRUE
1052;50000;1000;75;31;1;258;287;258;28;28;26;28;26;TRUE;TRUE
1053;50000;1000;75;31;1;2335;1965;1502;212;212;24;212;24;TRUE;TRUE
1054;50000;1000;75;31;1;146;146;146;15;15;15;15;15;TRUE;TRUE
1055;50000;1000;75;31;1;2182;1556;1212;181;181;26;181;26;TRUE;TRUE
1056;50000;1000;75;31;1;2982;3099;826;657;657;27;345;24;TRUE;TRUE
