[run number];max-tezina;min-tezina;postotak-tabu-lista;n-vrhova;[step];dubina-agenti;sirina-agenti;uniform-cost-agenti;dubina-ticks;sirina-ticks;pohlepni-ticks;uniform-ticks;tabu-ticks;tabu-rjesenje?;pohlepni-rjesenje?
1;50000;1000;25;10;1;32;48;24;13;13;3;13;3;TRUE;TRUE
2;50000;1000;25;10;1;82;65;25;22;22;2;22;2;TRUE;TRUE
3;50000;1000;25;10;1;17;17;17;6;6;4;6;4;TRUE;TRUE
4;50000;1000;25;10;1;210;210;202;92;92;8;92;8;TRUE;TRUE
5;50000;1000;25;10;1;61;89;61;28;28;5;28;5;TRUE;TRUE
6;50000;1000;25;10;1;40;33;25;12;12;3;12;3;TRUE;TRUE
7;50000;1000;25;10;1;32;57;17;13;13;2;13;2;TRUE;TRUE
8;50000;1000;25;10;1;9;9;9;3;3;1;3;1;TRUE;TRUE
9;50000;1000;25;10;1;38;38;38;15;15;8;15;8;TRUE;TRUE
10;50000;1000;25;10;1;47;56;32;17;17;7;17;7;TRUE;TRUE
11;50000;1000;25;10;1;93;86;40;28;28;4;28;4;TRUE;TRUE
12;50000;1000;25;10;1;24;24;24;9;9;5;9;5;TRUE;TRUE
13;50000;1000;25;10;1;25;25;25;9;9;3;9;3;TRUE;TRUE
14;50000;1000;25;10;1;47;64;32;18;18;7;18;7;TRUE;TRUE
15;50000;1000;25;10;1;17;17;17;6;6;7;6;7;TRUE;TRUE
16;50000;1000;25;10;1;9;9;9;3;3;1;3;1;TRUE;TRUE
17;50000;1000;25;11;1;28;82;28;15;15;2;15;2;TRUE;TRUE
18;50000;1000;25;11;1;268;90;63;54;54;9;54;9;TRUE;TRUE
19;50000;1000;25;11;1;44;44;44;15;15;6;15;6;TRUE;TRUE
20;50000;1000;25;11;1;140;82;55;33;33;2;33;2;TRUE;TRUE
21;50000;1000;25;11;1;71;57;57;23;23;8;23;8;TRUE;TRUE
22;50000;1000;25;11;1;188;146;120;54;54;4;54;4;TRUE;TRUE
23;50000;1000;25;11;1;19;19;19;6;6;3;6;3;TRUE;TRUE
24;50000;1000;25;11;1;67;46;19;15;15;2;15;2;TRUE;TRUE
25;50000;1000;25;11;1;141;88;52;33;33;5;33;5;TRUE;TRUE
26;50000;1000;25;11;1;102;81;36;25;25;4;25;4;TRUE;TRUE
27;50000;1000;25;11;1;92;73;19;21;21;2;21;2;TRUE;TRUE
28;50000;1000;25;11;1;10;10;10;3;3;1;3;1;TRUE;TRUE
29;50000;1000;25;11;1;37;37;37;12;12;10;12;10;TRUE;TRUE
30;50000;1000;25;11;1;117;95;68;33;33;6;33;6;TRUE;TRUE
31;50000;1000;25;11;1;10;10;10;3;3;1;3;1;TRUE;TRUE
32;50000;1000;25;11;1;36;36;36;12;12;5;12;5;TRUE;TRUE
33;50000;1000;25;12;1;38;38;38;12;12;4;12;4;TRUE;TRUE
34;50000;1000;25;12;1;109;70;50;24;24;8;24;8;TRUE;TRUE
35;50000;1000;25;12;1;131;131;131;45;45;5;45;5;TRUE;TRUE
36;50000;1000;25;12;1;152;100;40;31;31;6;31;6;TRUE;TRUE
37;50000;1000;25;12;1;254;140;110;57;57;9;57;9;TRUE;TRUE
38;50000;1000;25;12;1;235;198;178;69;69;9;69;9;TRUE;TRUE
39;50000;1000;25;12;1;288;91;31;46;46;8;46;8;TRUE;TRUE
40;50000;1000;25;12;1;114;119;49;29;29;3;29;3;TRUE;TRUE
41;50000;1000;25;12;1;21;21;21;6;6;5;6;5;TRUE;TRUE
42;50000;1000;25;12;1;222;190;113;60;60;6;60;6;TRUE;TRUE
43;50000;1000;25;12;1;115;111;41;28;28;6;28;6;TRUE;TRUE
44;50000;1000;25;12;1;69;69;69;21;21;10;21;10;TRUE;TRUE
45;50000;1000;25;12;1;148;148;148;48;48;6;48;6;TRUE;TRUE
46;50000;1000;25;12;1;59;59;59;18;18;3;18;3;TRUE;TRUE
47;50000;1000;25;12;1;11;11;11;3;3;1;3;1;TRUE;TRUE
48;50000;1000;25;12;1;224;199;189;68;68;11;68;11;TRUE;TRUE
49;50000;1000;25;13;1;23;23;23;6;6;8;6;8;TRUE;TRUE
50;50000;1000;25;13;1;33;106;33;16;16;3;16;3;TRUE;TRUE
51;50000;1000;25;13;1;152;199;105;44;44;3;44;3;TRUE;TRUE
52;50000;1000;25;13;1;83;83;83;24;24;12;24;12;TRUE;TRUE
53;50000;1000;25;13;1;61;83;61;20;20;4;20;4;TRUE;TRUE
54;50000;1000;25;13;1;81;81;71;23;23;7;23;7;TRUE;TRUE
55;50000;1000;25;13;1;413;157;81;67;67;8;67;8;TRUE;TRUE
56;50000;1000;25;13;1;181;152;54;37;37;7;37;7;TRUE;TRUE
57;50000;1000;25;13;1;298;252;230;78;78;7;78;7;TRUE;TRUE
58;50000;1000;25;13;1;56;56;56;15;15;12;15;12;TRUE;TRUE
59;50000;1000;25;13;1;798;249;205;139;139;11;139;11;TRUE;TRUE
60;50000;1000;25;13;1;62;62;62;18;18;8;18;8;TRUE;TRUE
61;50000;1000;25;13;1;54;65;54;16;16;3;16;3;TRUE;TRUE
62;50000;1000;25;13;1;155;108;108;38;38;6;38;6;TRUE;TRUE
63;50000;1000;25;13;1;45;45;45;12;12;12;12;12;TRUE;TRUE
64;50000;1000;25;13;1;12;12;12;3;3;1;3;1;TRUE;TRUE
65;50000;1000;25;14;1;853;825;825;246;246;12;246;12;TRUE;TRUE
66;50000;1000;25;14;1;82;94;82;22;22;8;22;8;TRUE;TRUE
67;50000;1000;25;14;1;25;25;25;6;6;10;6;10;TRUE;TRUE
68;50000;1000;25;14;1;845;608;551;198;198;12;198;12;TRUE;TRUE
69;50000;1000;25;14;1;25;25;25;6;6;3;6;3;TRUE;TRUE
70;50000;1000;25;14;1;168;163;67;35;35;5;35;5;TRUE;TRUE
71;50000;1000;25;14;1;13;13;13;3;3;1;3;1;TRUE;TRUE
72;50000;1000;25;14;1;25;25;25;6;6;11;6;11;TRUE;TRUE
73;50000;1000;25;14;1;25;25;25;6;6;12;6;12;TRUE;TRUE
74;50000;1000;25;14;1;165;201;165;48;48;7;48;7;TRUE;TRUE
75;50000;1000;25;14;1;48;49;25;10;10;2;10;2;TRUE;TRUE
76;50000;1000;25;14;1;48;48;48;12;12;12;12;12;TRUE;TRUE
77;50000;1000;25;14;1;199;200;168;51;51;8;51;8;TRUE;TRUE
78;50000;1000;25;14;1;116;139;93;30;30;3;30;3;TRUE;TRUE
79;50000;1000;25;14;1;105;105;105;27;27;13;27;13;TRUE;TRUE
80;50000;1000;25;14;1;190;84;60;29;29;2;29;2;TRUE;TRUE
81;50000;1000;25;15;1;157;157;157;39;39;7;39;7;TRUE;TRUE
82;50000;1000;25;15;1;100;113;100;25;25;7;25;7;TRUE;TRUE
83;50000;1000;25;15;1;4994;3370;3177;1181;1181;13;1181;13;TRUE;TRUE
84;50000;1000;25;15;1;152;152;152;36;36;11;36;11;TRUE;TRUE
85;50000;1000;25;15;1;280;236;175;56;56;7;56;7;TRUE;TRUE
86;50000;1000;25;15;1;321;194;77;49;49;2;49;2;TRUE;TRUE
87;50000;1000;25;15;1;1040;859;510;227;227;13;227;13;TRUE;TRUE
88;50000;1000;25;15;1;14;14;14;3;3;1;3;1;TRUE;TRUE
89;50000;1000;25;15;1;14;14;14;3;3;1;3;1;TRUE;TRUE
90;50000;1000;25;15;1;88;65;65;17;17;2;17;2;TRUE;TRUE
91;50000;1000;25;15;1;14;14;14;3;3;1;3;1;TRUE;TRUE
92;50000;1000;25;15;1;199;440;132;66;66;4;66;4;TRUE;TRUE
93;50000;1000;25;15;1;27;27;27;6;6;9;6;9;TRUE;TRUE
94;50000;1000;25;15;1;158;113;74;28;28;7;28;7;TRUE;TRUE
95;50000;1000;25;15;1;209;209;209;51;51;7;51;7;TRUE;TRUE
96;50000;1000;25;15;1;1507;695;584;260;260;13;260;13;TRUE;TRUE
97;50000;1000;25;16;1;172;172;172;39;39;10;39;10;TRUE;TRUE
98;50000;1000;25;16;1;151;127;57;24;24;2;24;2;TRUE;TRUE
99;50000;1000;25;16;1;15;15;15;3;3;1;3;1;TRUE;TRUE
100;50000;1000;25;16;1;229;210;56;36;36;3;36;3;TRUE;TRUE
101;50000;1000;25;16;1;141;141;141;33;33;13;33;13;TRUE;TRUE
102;50000;1000;25;16;1;145;57;43;18;18;2;18;2;TRUE;TRUE
103;50000;1000;25;16;1;264;248;178;54;54;10;54;10;TRUE;TRUE
104;50000;1000;25;16;1;29;29;29;6;6;15;6;15;TRUE;TRUE
105;50000;1000;25;16;1;43;43;43;9;9;3;9;3;TRUE;TRUE
106;50000;1000;25;16;1;259;85;43;29;29;9;29;9;TRUE;TRUE
107;50000;1000;25;16;1;535;315;42;70;70;3;70;3;TRUE;TRUE
108;50000;1000;25;16;1;242;187;122;42;42;5;42;5;TRUE;TRUE
109;50000;1000;25;16;1;95;95;95;21;21;12;21;12;TRUE;TRUE
110;50000;1000;25;16;1;326;113;57;38;38;2;38;2;TRUE;TRUE
111;50000;1000;25;16;1;706;366;338;112;112;13;112;13;TRUE;TRUE
112;50000;1000;25;16;1;29;29;29;6;6;12;6;12;TRUE;TRUE
113;50000;1000;25;17;1;590;408;104;78;78;6;78;6;TRUE;TRUE
114;50000;1000;25;17;1;395;307;250;69;69;6;69;6;TRUE;TRUE
115;50000;1000;25;17;1;214;150;90;31;31;4;31;4;TRUE;TRUE
116;50000;1000;25;17;1;16;16;16;3;3;1;3;1;TRUE;TRUE
117;50000;1000;25;17;1;1126;415;220;131;131;15;131;15;TRUE;TRUE
118;50000;1000;25;17;1;532;561;396;108;108;15;108;15;TRUE;TRUE
119;50000;1000;25;17;1;172;103;73;24;24;2;24;2;TRUE;TRUE
120;50000;1000;25;17;1;139;197;139;34;34;9;34;9;TRUE;TRUE
121;50000;1000;25;17;1;45;248;45;23;23;3;23;3;TRUE;TRUE
122;50000;1000;25;17;1;16;16;16;3;3;1;3;1;TRUE;TRUE
123;50000;1000;25;17;1;1596;267;102;152;152;9;152;9;TRUE;TRUE
124;50000;1000;25;17;1;123;243;123;35;35;6;35;6;TRUE;TRUE
125;50000;1000;25;17;1;834;151;46;80;80;2;80;2;TRUE;TRUE
126;50000;1000;25;17;1;309;237;102;45;45;11;45;11;TRUE;TRUE
127;50000;1000;25;17;1;434;280;145;62;62;8;62;8;TRUE;TRUE
128;50000;1000;25;17;1;75;255;75;27;27;11;27;11;TRUE;TRUE
129;50000;1000;25;18;1;215;175;79;30;30;3;30;3;TRUE;TRUE
130;50000;1000;25;18;1;257;111;79;29;29;11;29;11;TRUE;TRUE
131;50000;1000;25;18;1;879;257;81;84;84;3;84;3;TRUE;TRUE
132;50000;1000;25;18;1;657;251;156;72;72;9;72;9;TRUE;TRUE
133;50000;1000;25;18;1;17;17;17;3;3;1;3;1;TRUE;TRUE
134;50000;1000;25;18;1;370;245;213;55;55;14;55;14;TRUE;TRUE
135;50000;1000;25;18;1;49;49;49;9;9;6;9;6;TRUE;TRUE
136;50000;1000;25;18;1;307;334;211;57;57;7;57;7;TRUE;TRUE
137;50000;1000;25;18;1;123;123;123;24;24;15;24;15;TRUE;TRUE
138;50000;1000;25;18;1;203;144;96;28;28;2;28;2;TRUE;TRUE
139;50000;1000;25;18;1;121;121;121;24;24;4;24;4;TRUE;TRUE
140;50000;1000;25;18;1;1353;1179;751;227;227;9;227;9;TRUE;TRUE
141;50000;1000;25;18;1;319;405;245;63;63;3;63;3;TRUE;TRUE
142;50000;1000;25;18;1;699;241;49;66;66;2;66;2;TRUE;TRUE
143;50000;1000;25;18;1;342;315;139;52;52;3;52;3;TRUE;TRUE
144;50000;1000;25;18;1;1403;641;545;181;181;9;181;9;TRUE;TRUE
145;50000;1000;25;19;1;655;596;443;107;107;12;107;12;TRUE;TRUE
146;50000;1000;25;19;1;866;411;360;102;102;11;102;11;TRUE;TRUE
147;50000;1000;25;19;1;164;118;67;21;21;7;21;7;TRUE;TRUE
148;50000;1000;25;19;1;454;417;240;70;70;17;70;17;TRUE;TRUE
149;50000;1000;25;19;1;278;290;52;37;37;2;37;2;TRUE;TRUE
150;50000;1000;25;19;1;1335;827;660;192;192;10;192;10;TRUE;TRUE
151;50000;1000;25;19;1;5379;3065;2731;796;796;11;796;11;TRUE;TRUE
152;50000;1000;25;19;1;626;591;308;99;99;16;99;16;TRUE;TRUE
153;50000;1000;25;19;1;1081;458;339;120;120;16;120;16;TRUE;TRUE
154;50000;1000;25;19;1;51;85;51;11;11;3;11;3;TRUE;TRUE
155;50000;1000;25;19;1;118;186;118;25;25;15;25;15;TRUE;TRUE
156;50000;1000;25;19;1;150;150;150;27;27;8;27;8;TRUE;TRUE
157;50000;1000;25;19;1;352;454;99;57;57;4;57;4;TRUE;TRUE
158;50000;1000;25;19;1;2389;473;371;225;225;14;225;14;TRUE;TRUE
159;50000;1000;25;19;1;305;305;305;57;57;10;57;10;TRUE;TRUE
160;50000;1000;25;19;1;385;280;229;55;55;5;55;5;TRUE;TRUE
161;50000;1000;25;20;1;666;695;275;97;97;5;97;5;TRUE;TRUE
162;50000;1000;25;20;1;448;359;125;54;54;8;54;8;TRUE;TRUE
163;50000;1000;25;20;1;158;158;158;27;27;13;27;13;TRUE;TRUE
164;50000;1000;25;20;1;226;226;226;39;39;9;39;9;TRUE;TRUE
165;50000;1000;25;20;1;1357;1498;510;203;203;10;203;10;TRUE;TRUE
166;50000;1000;25;20;1;158;158;158;27;27;12;27;12;TRUE;TRUE
167;50000;1000;25;20;1;1010;454;238;102;102;4;102;4;TRUE;TRUE
168;50000;1000;25;20;1;55;55;55;9;9;17;9;17;TRUE;TRUE
169;50000;1000;25;20;1;2318;538;358;202;202;13;202;13;TRUE;TRUE
170;50000;1000;25;20;1;998;1060;789;170;170;7;170;7;TRUE;TRUE
171;50000;1000;25;20;1;639;338;194;68;68;6;68;6;TRUE;TRUE
172;50000;1000;25;20;1;3123;1071;876;328;328;10;328;10;TRUE;TRUE
173;50000;1000;25;20;1;209;353;209;44;44;12;44;12;TRUE;TRUE
174;50000;1000;25;20;1;546;376;274;71;71;19;71;19;TRUE;TRUE
175;50000;1000;25;20;1;362;421;142;53;53;3;53;3;TRUE;TRUE
176;50000;1000;25;20;1;974;813;329;128;128;5;128;5;TRUE;TRUE
177;50000;1000;25;21;1;737;564;393;95;95;20;95;20;TRUE;TRUE
178;50000;1000;25;21;1;795;262;167;69;69;9;69;9;TRUE;TRUE
179;50000;1000;25;21;1;5906;1485;1107;509;509;14;509;14;TRUE;TRUE
180;50000;1000;25;21;1;76;228;76;20;20;16;20;16;TRUE;TRUE
181;50000;1000;25;21;1;590;342;114;58;58;6;58;6;TRUE;TRUE
182;50000;1000;25;21;1;558;336;148;57;57;3;57;3;TRUE;TRUE
183;50000;1000;25;21;1;94;132;94;17;17;4;17;4;TRUE;TRUE
184;50000;1000;25;21;1;128;337;128;32;32;9;32;9;TRUE;TRUE
185;50000;1000;25;21;1;239;239;239;39;39;5;39;5;TRUE;TRUE
186;50000;1000;25;21;1;39;39;39;6;6;8;6;8;TRUE;TRUE
187;50000;1000;25;21;1;3009;1421;1197;337;337;17;337;17;TRUE;TRUE
188;50000;1000;25;21;1;4580;1499;1309;449;449;18;449;18;TRUE;TRUE
189;50000;1000;25;21;1;760;793;130;94;94;16;94;16;TRUE;TRUE
190;50000;1000;25;21;1;39;39;39;6;6;10;6;10;TRUE;TRUE
191;50000;1000;25;21;1;20;20;20;3;3;1;3;1;TRUE;TRUE
192;50000;1000;25;21;1;974;1019;576;146;146;7;146;7;TRUE;TRUE
193;50000;1000;25;22;1;1153;1273;1153;195;195;9;195;9;TRUE;TRUE
194;50000;1000;25;22;1;2678;1603;1363;315;315;13;315;13;TRUE;TRUE
195;50000;1000;25;22;1;251;530;176;49;49;5;49;5;TRUE;TRUE
196;50000;1000;25;22;1;1102;495;375;107;107;13;107;13;TRUE;TRUE
197;50000;1000;25;22;1;5021;376;136;324;324;18;324;18;TRUE;TRUE
198;50000;1000;25;22;1;346;329;231;47;47;10;47;10;TRUE;TRUE
199;50000;1000;25;22;1;1508;715;457;148;148;11;148;11;TRUE;TRUE
200;50000;1000;25;22;1;698;675;489;104;104;8;104;8;TRUE;TRUE
201;50000;1000;25;22;1;1033;440;120;84;84;9;84;9;TRUE;TRUE
202;50000;1000;25;22;1;2341;1879;825;273;273;14;273;14;TRUE;TRUE
203;50000;1000;25;22;1;263;263;263;42;42;9;42;9;TRUE;TRUE
204;50000;1000;25;22;1;2486;1528;1258;294;294;18;294;18;TRUE;TRUE
205;50000;1000;25;22;1;233;139;139;26;26;8;26;8;TRUE;TRUE
206;50000;1000;25;22;1;4891;452;192;317;317;14;317;14;TRUE;TRUE
207;50000;1000;25;22;1;155;236;80;24;24;3;24;3;TRUE;TRUE
208;50000;1000;25;22;1;266;220;100;30;30;11;30;11;TRUE;TRUE
209;50000;1000;25;23;1;1059;1302;490;146;146;21;146;21;TRUE;TRUE
210;50000;1000;25;23;1;561;663;413;83;83;16;83;16;TRUE;TRUE
211;50000;1000;25;23;1;315;980;315;81;81;7;81;7;TRUE;TRUE
212;50000;1000;25;23;1;2665;578;494;201;201;16;201;16;TRUE;TRUE
213;50000;1000;25;23;1;1059;1066;644;139;139;13;139;13;TRUE;TRUE
214;50000;1000;25;23;1;1377;866;824;161;161;14;161;14;TRUE;TRUE
215;50000;1000;25;23;1;85;211;64;17;17;3;17;3;TRUE;TRUE
216;50000;1000;25;23;1;1297;917;649;146;146;11;146;11;TRUE;TRUE
217;50000;1000;25;23;1;2045;357;84;135;135;18;135;18;TRUE;TRUE
218;50000;1000;25;23;1;1910;1081;398;175;175;21;175;21;TRUE;TRUE
219;50000;1000;25;23;1;12105;3649;3167;1079;1079;19;1079;19;TRUE;TRUE
220;50000;1000;25;23;1;1243;908;163;120;120;3;120;3;TRUE;TRUE
221;50000;1000;25;23;1;2301;1983;1559;307;307;11;307;11;TRUE;TRUE
222;50000;1000;25;23;1;22;22;22;3;3;1;3;1;TRUE;TRUE
223;50000;1000;25;23;1;8360;2935;2935;780;780;19;780;19;TRUE;TRUE
224;50000;1000;25;23;1;1131;1131;1131;180;180;7;180;7;TRUE;TRUE
225;50000;1000;25;24;1;1179;1579;979;182;182;23;182;23;TRUE;TRUE
226;50000;1000;25;24;1;11328;10647;10237;1734;1734;21;1734;21;TRUE;TRUE
227;50000;1000;25;24;1;66;66;66;9;9;8;9;8;TRUE;TRUE
228;50000;1000;25;24;1;233;629;172;48;48;5;48;5;TRUE;TRUE
229;50000;1000;25;24;1;402;583;209;56;56;4;56;4;TRUE;TRUE
230;50000;1000;25;24;1;3000;2092;1774;345;345;20;345;20;TRUE;TRUE
231;50000;1000;25;24;1;2789;3174;1101;352;352;17;352;17;TRUE;TRUE
232;50000;1000;25;24;1;1150;590;546;111;111;12;111;12;TRUE;TRUE
233;50000;1000;25;24;1;8911;1247;622;589;589;22;589;22;TRUE;TRUE
234;50000;1000;25;24;1;1030;546;172;84;84;18;84;18;TRUE;TRUE
235;50000;1000;25;24;1;919;919;919;138;138;15;138;15;TRUE;TRUE
236;50000;1000;25;24;1;1552;581;317;117;117;7;117;7;TRUE;TRUE
237;50000;1000;25;24;1;131;353;67;25;25;2;25;2;TRUE;TRUE
238;50000;1000;25;24;1;1002;550;506;99;99;6;99;6;TRUE;TRUE
239;50000;1000;25;24;1;1827;1046;402;160;160;21;160;21;TRUE;TRUE
240;50000;1000;25;24;1;110;110;110;15;15;23;15;23;TRUE;TRUE
241;50000;1000;25;25;1;1181;1678;696;164;164;6;164;6;TRUE;TRUE
242;50000;1000;25;25;1;973;874;739;119;119;9;119;9;TRUE;TRUE
243;50000;1000;25;25;1;622;622;622;87;87;23;87;23;TRUE;TRUE
244;50000;1000;25;25;1;1073;595;181;85;85;9;85;9;TRUE;TRUE
245;50000;1000;25;25;1;69;69;69;9;9;9;9;9;TRUE;TRUE
246;50000;1000;25;25;1;20243;11370;10133;2158;2158;17;2158;17;TRUE;TRUE
247;50000;1000;25;25;1;1337;1984;915;194;194;10;194;10;TRUE;TRUE
248;50000;1000;25;25;1;355;1692;312;106;106;21;106;21;TRUE;TRUE
249;50000;1000;25;25;1;3149;679;311;201;201;15;201;15;TRUE;TRUE
250;50000;1000;25;25;1;1374;654;225;104;104;12;104;12;TRUE;TRUE
251;50000;1000;25;25;1;1320;1330;1100;173;173;23;173;23;TRUE;TRUE
252;50000;1000;25;25;1;19406;5365;4207;1498;1498;18;1498;18;TRUE;TRUE
253;50000;1000;25;25;1;1847;523;247;123;123;20;123;20;TRUE;TRUE
254;50000;1000;25;25;1;2917;1796;688;254;254;7;254;7;TRUE;TRUE
255;50000;1000;25;25;1;838;976;838;123;123;6;123;6;TRUE;TRUE
256;50000;1000;25;25;1;756;756;756;105;105;16;105;16;TRUE;TRUE
257;50000;1000;25;26;1;5388;1804;430;357;357;17;357;17;TRUE;TRUE
258;50000;1000;25;26;1;1580;902;542;136;136;16;136;16;TRUE;TRUE
259;50000;1000;25;26;1;600;798;304;73;73;8;73;8;TRUE;TRUE
260;50000;1000;25;26;1;1762;817;601;140;140;6;140;6;TRUE;TRUE
261;50000;1000;25;26;1;302;214;190;30;30;16;30;16;TRUE;TRUE
262;50000;1000;25;26;1;934;1126;776;124;124;7;124;7;TRUE;TRUE
263;50000;1000;25;26;1;396;419;396;52;52;8;52;8;TRUE;TRUE
264;50000;1000;25;26;1;781;473;257;65;65;10;65;10;TRUE;TRUE
265;50000;1000;25;26;1;1764;1980;1764;249;249;24;249;24;TRUE;TRUE
266;50000;1000;25;26;1;1622;660;372;117;117;10;117;10;TRUE;TRUE
267;50000;1000;25;26;1;73;97;49;9;9;2;9;2;TRUE;TRUE
268;50000;1000;25;26;1;5699;614;302;307;307;8;307;8;TRUE;TRUE
269;50000;1000;25;26;1;97;97;97;12;12;12;12;12;TRUE;TRUE
270;50000;1000;25;26;1;73;73;73;9;9;10;9;10;TRUE;TRUE
271;50000;1000;25;26;1;3566;705;441;220;220;15;220;15;TRUE;TRUE
272;50000;1000;25;26;1;2937;1008;392;197;197;4;197;4;TRUE;TRUE
273;50000;1000;25;27;1;26;26;26;3;3;1;3;1;TRUE;TRUE
274;50000;1000;25;27;1;572;572;572;72;72;10;72;10;TRUE;TRUE
275;50000;1000;25;27;1;173;173;173;21;21;8;21;8;TRUE;TRUE
276;50000;1000;25;27;1;221;221;221;27;27;8;27;8;TRUE;TRUE
277;50000;1000;25;27;1;15561;8895;8775;1555;1555;24;1555;24;TRUE;TRUE
278;50000;1000;25;27;1;125;125;125;15;15;22;15;22;TRUE;TRUE
279;50000;1000;25;27;1;784;1052;759;109;109;9;109;9;TRUE;TRUE
281;50000;1000;25;27;1;10844;2625;757;652;652;8;652;8;TRUE;TRUE
282;50000;1000;25;27;1;1532;829;341;114;114;17;114;17;TRUE;TRUE
283;50000;1000;25;27;1;3291;2394;1701;324;324;21;324;21;TRUE;TRUE
284;50000;1000;25;27;1;242;317;242;33;33;8;33;8;TRUE;TRUE
285;50000;1000;25;27;1;1303;2361;599;180;180;3;180;3;TRUE;TRUE
286;50000;1000;25;27;1;1529;951;295;118;118;5;118;5;TRUE;TRUE
287;50000;1000;25;27;1;1592;1006;584;133;133;10;133;10;TRUE;TRUE
288;50000;1000;25;27;1;21272;13297;9497;2030;2030;24;2030;24;TRUE;TRUE
289;50000;1000;25;28;1;79;79;79;9;9;11;9;11;TRUE;TRUE
290;50000;1000;25;28;1;617;415;155;47;47;13;47;13;TRUE;TRUE
291;50000;1000;25;28;1;9034;1068;496;462;462;26;462;26;TRUE;TRUE
292;50000;1000;25;28;1;4734;4127;2914;494;494;5;494;5;TRUE;TRUE
293;50000;1000;25;28;1;4416;2062;1576;340;340;18;340;18;TRUE;TRUE
294;50000;1000;25;28;1;2992;2171;2145;305;305;27;305;27;TRUE;TRUE
295;50000;1000;25;28;1;5767;3357;2844;516;516;14;516;14;TRUE;TRUE
296;50000;1000;25;28;1;576;602;576;70;70;7;70;7;TRUE;TRUE
297;50000;1000;25;28;1;400;634;374;56;56;6;56;6;TRUE;TRUE
298;50000;1000;25;28;1;1255;1154;476;117;117;12;117;12;TRUE;TRUE
299;50000;1000;25;28;1;2498;821;405;151;151;26;151;26;TRUE;TRUE
300;50000;1000;25;28;1;3481;3563;2114;382;382;13;382;13;TRUE;TRUE
301;50000;1000;25;28;1;27;27;27;3;3;1;3;1;TRUE;TRUE
302;50000;1000;25;28;1;2233;1413;859;185;185;24;185;24;TRUE;TRUE
303;50000;1000;25;28;1;8375;750;308;421;421;9;421;9;TRUE;TRUE
304;50000;1000;25;28;1;79;105;53;9;9;2;9;2;TRUE;TRUE
305;50000;1000;25;29;1;7074;2104;896;410;410;19;410;19;TRUE;TRUE
306;50000;1000;25;29;1;9050;1771;1136;501;501;27;501;27;TRUE;TRUE
307;50000;1000;25;29;1;4974;1062;549;271;271;15;271;15;TRUE;TRUE
308;50000;1000;25;29;1;1773;1685;896;172;172;9;172;9;TRUE;TRUE
309;50000;1000;25;29;1;890;890;890;108;108;22;108;22;TRUE;TRUE
310;50000;1000;25;29;1;162;162;162;18;18;24;18;24;TRUE;TRUE
311;50000;1000;25;29;1;28;28;28;3;3;1;3;1;TRUE;TRUE
312;50000;1000;25;29;1;1266;833;594;105;105;17;105;17;TRUE;TRUE
313;50000;1000;25;29;1;3276;1279;1036;224;224;15;224;15;TRUE;TRUE
314;50000;1000;25;29;1;902;737;496;82;82;16;82;16;TRUE;TRUE
315;50000;1000;25;29;1;28;28;28;3;3;1;3;1;TRUE;TRUE
316;50000;1000;25;29;1;342;342;342;39;39;23;39;23;TRUE;TRUE
317;50000;1000;25;29;1;16279;5244;5136;1157;1157;19;1157;19;TRUE;TRUE
318;50000;1000;25;29;1;3753;1287;936;238;238;28;238;28;TRUE;TRUE
319;50000;1000;25;29;1;82;82;82;9;9;20;9;20;TRUE;TRUE
320;50000;1000;25;29;1;319;675;108;41;41;3;41;3;TRUE;TRUE
321;50000;1000;25;30;1;16667;614;166;718;718;25;718;25;TRUE;TRUE
322;50000;1000;25;30;1;941;842;597;88;88;24;88;24;TRUE;TRUE
323;50000;1000;25;30;1;4204;2420;1069;294;294;13;294;13;TRUE;TRUE
324;50000;1000;25;30;1;3310;2614;1867;296;296;25;296;25;TRUE;TRUE
325;50000;1000;25;30;1;2137;1948;1017;191;191;16;191;16;TRUE;TRUE
326;50000;1000;25;30;1;29;29;29;3;3;1;3;1;TRUE;TRUE
327;50000;1000;25;30;1;1078;697;221;73;73;20;73;20;TRUE;TRUE
328;50000;1000;25;30;1;20892;1039;451;902;902;13;902;13;TRUE;TRUE
329;50000;1000;25;30;1;6107;2088;422;335;335;28;335;28;TRUE;TRUE
330;50000;1000;25;30;1;617;516;460;59;59;9;59;9;TRUE;TRUE
331;50000;1000;25;30;1;998;998;998;111;111;7;111;7;TRUE;TRUE
332;50000;1000;25;30;1;29;29;29;3;3;1;3;1;TRUE;TRUE
333;50000;1000;25;30;1;682;682;682;78;78;24;78;24;TRUE;TRUE
334;50000;1000;25;30;1;85;589;85;27;27;2;27;2;TRUE;TRUE
335;50000;1000;25;30;1;1896;876;596;126;126;17;126;17;TRUE;TRUE
336;50000;1000;25;30;1;5923;2084;1199;358;358;15;358;15;TRUE;TRUE
337;50000;1000;25;31;1;13341;4915;2733;811;811;29;811;29;TRUE;TRUE
338;50000;1000;25;31;1;4205;1588;1076;259;259;5;259;5;TRUE;TRUE
339;50000;1000;25;31;1;59;59;59;6;6;9;6;9;TRUE;TRUE
340;50000;1000;25;31;1;24065;4916;2757;1239;1239;15;1239;15;TRUE;TRUE
341;50000;1000;25;31;1;30;30;30;3;3;1;3;1;TRUE;TRUE
